seq,rtt_h2m_ns
1628,11071509
1629,11440721
1630,12089059
1631,12010744
1632,12190063
1633,11390658
1634,12257815
1635,11261403
1636,12136332
1637,10661109
1638,12069569
1639,12146709
1640,12177668
1641,11331420
1642,11395395
1643,11836279
1644,12512348
1645,12031243
1646,12175160
1647,12101942
1648,12105948
1649,12209227
1650,11942822
1651,12097752
1652,11787365
1653,11795804
1654,12333978
1655,11861400
1656,11582193
1657,11235077
1658,11896685
1659,12398850
1660,12283213
1661,11606965
1662,12449846
1663,11072465
1664,11612414
1665,12113884
1666,12279228
1667,11275175
1668,12221056
1669,12155158
1670,12331528
1671,12388219
1672,12187818
1673,12361640
1674,12338475
1675,12129253
1676,11525472
1677,12004494
1678,11416092
1679,11454126
1680,12306182
1681,11380738
1682,11540603
1683,12049241
1684,12451317
1685,12422701
1686,12093820
1687,11606454
1688,11719821
1689,12257509
1690,12092453
1691,12272241
1692,12423762
1693,12349816
1694,12382504
1695,12209696
1696,12269316
1697,12215411
1698,12094498
1699,12405227
1700,11747827
1701,12094219
1702,11732920
1703,11362968
1704,11459887
1705,11403595
1706,11485469
1707,12286156
1708,12124123
1709,12283915
1710,12280703
1711,11377714
1712,11444896
1713,11221452
1714,12386011
1715,12389957
1716,11369537
1717,11724483
1718,12174061
1719,12253770
1720,12342422
1721,12225643
1722,11399780
1723,11325926
1724,12158656
1725,12335148
1726,12248125
1727,11872984
1728,11215907
1729,11521997
1730,12306035
1731,12378668
1732,12291496
1733,11345556
1734,11687864
1735,11326971
1736,12431383
1737,12153152
1738,12061684
1739,12201105
1740,12176308
1741,12194237
1742,11576043
1743,12199546
1744,12193955
1745,12484867
1746,12181395
1747,11732780
1748,12164157
1749,12178224
1750,12185270
1751,12178137
1752,12122752
1753,11257659
1754,11615197
1755,12311478
1756,11287124
1757,11492688
1758,11965590
1759,11317390
1760,12193985
1761,12412975
1762,12386179
1763,12261554
1764,12192230
1765,12116065
1766,11925124
1767,11446226
1768,12004142
1769,11484230
1770,11344094
1771,12134879
1772,11314058
1773,12153792
1774,11357466
1775,12274915
1776,12230584
1777,12270748
1778,12050905
1779,12250732
1780,11507563
1781,12314782
1782,12315415
1783,11876891
1784,12280209
1785,12256994
1786,12139308
1787,11314012
1788,11045557
1789,11448163
1790,11360502
1791,11367429
1792,12298343
1793,11991506
1794,11463561
1795,11521475
1796,12226766
1797,11328450
1798,11897865
1799,11444295
1800,11480899
1801,12483170
1802,11863757
1803,12165430
1804,12152830
1805,12162641
1806,12166771
1807,12241304
