seq,rtt_m2h_ns
1084,15625000
1085,16624000
1086,16624000
1087,16629000
1088,15625000
1089,15633000
1090,15626000
1091,15633000
1092,15625000
1093,15617000
1094,15625000
1095,15642000
1096,13671000
1097,16628000
1098,15620000
1099,16616000
1100,16621000
1101,16636000
1102,16640000
1103,14656000
1104,13623000
1105,14667000
1106,14658000
1107,14675000
1108,14682000
1109,14631000
1110,14615000
1111,13619000
1112,14619000
1113,14619000
1114,14624000
1115,14631000
1116,14615000
1117,14619000
1118,14627000
1119,14632000
1120,14619000
1121,14623000
1122,14607000
1123,14619000
1124,14627000
1125,13631000
1126,13616000
1127,14619000
1128,14619000
1129,13627000
1130,13623000
1131,13643000
1132,13611000
1133,13623000
1134,13627000
1135,13627000
1136,13615000
1137,13619000
1138,13632000
1139,13627000
1140,13619000
1141,13639000
1142,13623000
1143,13648000
1144,13631000
1145,13635000
1146,13718000
1147,13647000
1148,13634000
1149,13648000
1150,13647000
1151,13643000
1152,13664000
1153,13643000
1154,13635000
1155,13635000
1156,13639000
1157,13643000
1158,13635000
1159,13627000
1160,13635000
1161,13643000
1162,13651000
1163,13631000
1164,13631000
1165,13639000
1166,13627000
1167,13631000
1168,13635000
1169,13619000
1170,13627000
1171,13643000
1172,13650000
1173,13639000
1174,13635000
1175,13643000
1176,13643000
1177,13651000
1178,13664000
1179,13635000
1180,13627000
1181,13648000
1182,14643000
1183,14639000
1184,14635000
1185,14631000
1186,14626000
1187,14652000
1188,14635000
1189,14631000
1190,13631000
1191,14643000
1192,14643000
1193,14647000
1194,14635000
1195,13634000
1196,14640000
1197,14635000
1198,14631000
1199,14644000
1200,14627000
1201,14627000
1202,14663000
1203,14647000
1204,14643000
1205,14655000
1206,14635000
1207,14643000
1208,13635000
1209,14635000
1210,13631000
1211,13639000
1212,14655000
1213,14635000
1214,14627000
1215,13631000
1216,14638000
1217,14631000
1218,14627000
1219,14647000
1220,13639000
1221,14647000
1222,14655000
1223,14639000
1224,14635000
1225,13644000
1226,13635000
1227,14631000
1228,14647000
1229,14639000
1230,13635000
1231,14651000
1232,14651000
1233,14643000
1234,14643000
1235,14635000
1236,14620000
1237,14647000
1238,13639000
1239,14635000
1240,13640000
1241,13639000
1242,14647000
1243,14648000
1244,14639000
1245,13635000
1246,13639000
1247,14643000
1248,14639000
1249,14627000
1250,14635000
1251,13635000
1252,14663000
1253,14643000
1254,14635000
1255,14627000
1256,13635000
1257,14635000
1258,14635000
1259,13630000
1260,14639000
1261,14639000
1262,14663000
1263,13635000
1264,14627000
1265,14642000
1266,14638000
1267,14627000
1268,14643000
1269,14714000
1270,14647000
1271,13658000
1272,14663000
1273,14647000
1274,13635000
1275,14640000
1276,13635000
1277,14643000
1278,14647000
1279,14639000
1280,14623000
1281,14652000
1282,14663000
1283,14638000
1284,14640000
1285,14643000
1286,12957000
1287,14636000
1288,14623000
1289,14627000
1290,13643000
1291,13647000
1292,14659000
1293,14647000
1294,14647000
1295,14647000
1296,13639000
1297,14643000
1298,14642000
1299,13635000
1300,14635000
1301,14643000
1302,14655000
1303,13643000
1304,13639000
1305,14639000
1306,13631000
1307,14627000
1308,14631000
1309,14643000
1310,13643000
1311,14639000
1312,14651000
1313,14643000
1314,13631000
1315,13639000
1316,14635000
1317,13631000
1318,13635000
1319,13648000
1320,13631000
1321,13639000
1322,15752000
1323,13643000
1324,14639000
1325,14648000
1326,14643000
1327,14627000
1328,13643000
1329,13635000
1330,14631000
1331,14648000
1332,14659000
1333,14647000
1334,14643000
1335,14635000
1336,14627000
1337,14636000
1338,14623000
1339,13631000
1340,13635000
1341,13638000
1342,13638000
1343,13635000
1344,14630000
1345,13638000
1346,13626000
1347,13635000
1348,13630000
1349,14639000
1350,14635000
1351,14642000
1352,13638000
1353,13639000
1354,13635000
1355,13631000
1356,13631000
1357,14635000
1358,13634000
1359,13631000
1360,13623000
1361,13627000
1362,13630000
1363,13631000
1364,13626000
1365,14646000
1366,14631000
1367,14634000
1368,13626000
1369,13639000
1370,13627000
1371,13638000
1372,13647000
1373,13639000
1374,13634000
1375,14631000
1376,13627000
1377,14618000
1378,13640000
1379,13643000
1380,14626000
1381,14647000
1382,14639000
1383,14631000
1384,13984000
1385,13631000
1386,14631000
1387,14643000
1388,13627000
1389,14631000
1390,14634000
1391,14634000
1392,14627000
1393,14631000
1394,14635000
1395,14635000
1396,13630000
1397,14631000
1398,13635000
1399,14701000
1400,14642000
1401,14638000
1402,14638000
1403,14638000
1404,14642000
1405,14638000
1406,14646000
1407,14646000
1408,14638000
1409,14646000
1410,14642000
1411,14642000
1412,14634000
1413,14639000
1414,15635000
1415,14643000
1416,15626000
1417,14643000
1418,14634000
1419,14647000
1420,14643000
1421,14647000
1422,14655000
1423,14639000
1424,14630000
1425,14647000
1426,14642000
1427,14643000
1428,14640000
1429,14651000
1430,14623000
1431,14647000
1432,14631000
1433,14658000
1434,14656000
1435,14631000
1436,14623000
1437,14647000
1438,14638000
1439,14631000
1440,14636000
1441,14631000
1442,15635000
1443,14643000
1444,14626000
1445,15635000
1446,14630000
1447,15631000
1448,14634000
1449,15635000
1450,14634000
1451,14639000
1452,15627000
1453,14630000
1454,14634000
1455,14619000
1456,14631000
1457,14635000
1458,14627000
1459,14635000
1460,14627000
1461,14638000
1462,14627000
1463,14634000
1464,14626000
1465,15634000
1466,15631000
1467,14631000
1468,14634000
1469,14647000
1470,14634000
1471,15635000
1472,14643000
1473,14634000
1474,14638000
1475,14655000
1476,14635000
1477,14638000
1478,14648000
1479,14643000
1480,14631000
1481,14639000
1482,15635000
1483,14611000
1484,14632000
1485,14643000
1486,14630000
1487,14651000
1488,14635000
1489,14611000
1490,14647000
1491,14630000
1492,14627000
1493,14639000
1494,15623000
1495,15634000
1496,14623000
1497,14623000
1498,14623000
1499,14635000
1500,14635000
1501,14634000
1502,15634000
1503,14631000
1504,14634000
1505,14631000
1506,14635000
1507,14642000
1508,14631000
1509,14639000
1510,14623000
1511,14631000
1512,14635000
