seq,latency_h2h_ns
0,571299
1,795358
2,863084
3,1125355
4,920445
5,984837
6,1164547
7,1028266
8,893496
9,852181
10,835706
11,868346
12,878564
13,513293
14,847684
15,922223
16,781463
17,453933
18,857323
19,870211
20,801998
21,713973
22,728377
23,689785
24,673557
25,1029638
26,834936
27,667022
28,550789
29,666351
30,1081582
31,1066293
32,1176811
33,1051132
34,1017747
35,816489
36,1119067
37,1050408
38,1070855
39,1230260
40,1147367
41,1090372
42,821567
43,993268
44,888854
45,1029915
46,1186541
47,1049736
48,820244
49,1003894
50,1144556
51,1182618
52,1109165
53,1049071
54,1076669
55,910297
56,1149671
57,1197715
58,1229248
59,1083119
60,752401
61,856915
62,997520
63,634802
64,1021372
65,916203
66,854396
67,1238824
68,847682
69,1058997
70,953377
71,1039424
72,1148733
73,1041130
74,685403
75,839812
76,1069806
77,1093302
78,1158264
79,944729
80,1172100
81,1081110
82,1189527
83,896102
84,1006731
85,939580
86,878545
87,1125829
88,790106
89,1235778
90,727146
91,762418
92,1105422
93,1157351
94,852081
95,778430
96,1197013
97,1135569
98,873156
99,1094793
100,683157
101,1103940
102,840759
103,900537
104,750868
105,1061686
106,833151
107,1059770
108,847440
109,1063098
110,869760
111,911880
112,1103068
113,1117285
114,851595
115,843987
116,824087
117,1121376
118,1012724
119,851293
120,1006303
121,1053662
122,1178314
123,835150
124,903963
125,1099971
126,898163
127,1103685
128,691041
129,780470
130,1129086
131,846817
132,816320
133,1219807
134,699713
135,1065761
136,806009
137,1109427
138,817056
139,953651
140,996791
141,914072
142,1070720
143,807857
144,929416
145,1088225
146,1168657
147,1138486
148,1074312
149,876473
150,747803
151,786076
152,1106343
153,923758
154,879515
155,744082
156,988819
157,1191674
158,1158480
159,1040106
160,859792
161,1174564
162,1152628
163,837113
164,809499
165,1117891
166,1130527
167,1204060
168,871458
169,811376
170,780120
171,1131155
172,1114587
173,1108970
174,1153231
175,1062964
176,1086018
177,1162000
178,1170069
179,1264889
180,1168888
181,1122925
182,1180719
183,1189787
184,866879
185,779592
186,1141745
187,1198515
188,888898
189,1106109
190,1164876
191,1045650
192,1131884
193,1163664
194,716953
195,1113558
196,1227396
197,1166458
198,1010449
199,1314585
200,1077757
201,1232064
202,1107342
203,1043070
204,904721
205,1064948
206,1186827
207,1105299
208,839769
209,1022186
210,803216
211,1130080
212,1215666
213,1140948
214,1101161
215,1089022
216,1134507
217,1156551
218,925317
219,1303735
220,1116096
221,962213
222,1228584
223,1155192
224,838300
225,1104245
226,815898
227,1222657
228,1122753
229,1156546
230,1152074
231,1179364
232,815055
233,782556
234,764994
235,1022837
236,1128311
237,1156980
238,1226266
239,1249712
240,900959
241,931055
242,783971
243,950114
244,1148819
245,1163872
246,828387
247,1128682
248,807100
249,1109439
250,989482
251,1151968
252,1204685
253,1158712
254,718244
255,859369
256,1111111
257,1049335
258,954259
259,965230
260,789187
261,1003790
262,1122681
263,1154946
264,1187987
265,753619
266,1138538
267,1289606
268,817451
269,1136881
270,1153744
271,852827
272,1135258
273,1111909
274,895673
275,1063194
276,1139541
277,843683
278,1112548
279,1145427
280,1032744
281,949911
282,1061172
283,1059051
284,1072177
285,1133820
286,1302774
287,928601
288,867040
289,767729
290,904025
291,841398
292,1061576
293,1144297
294,1173538
295,1048279
296,1024349
297,835987
298,1173162
299,1447333
300,1135127
301,820496
302,1060188
303,878683
304,834284
305,1152300
306,1126163
307,965575
308,891031
309,1101895
310,847956
311,1207936
312,1147848
313,1178734
314,749997
315,1075298
316,1189134
317,951710
318,1127031
319,921280
320,1123122
321,820149
322,1187648
323,895074
324,871218
325,1048913
326,1148480
327,780857
328,779899
329,1181000
330,892848
331,718535
332,1249088
333,927910
334,1053800
335,1092064
336,1237925
337,1048516
338,1108326
339,1021650
340,1028727
341,1135177
342,1077546
343,982532
344,896296
345,734735
346,1083346
347,951986
348,1158936
349,878032
350,953582
351,1030465
352,1198129
353,1218185
354,835780
355,1115518
356,1088632
357,1198535
358,1158528
359,1122776
360,1153750
361,1005394
362,1239469
363,829187
364,1185845
365,1044479
366,1129302
367,1029815
368,855510
369,735761
370,1131096
371,1157197
372,1166946
373,1210259
374,700068
375,1113418
376,1040826
377,1250273
378,1161408
379,1001250
380,1198286
381,1221011
382,1249021
383,1208308
384,834207
385,691648
386,1093040
387,1023590
388,859365
389,880505
390,942815
391,1147776
392,867248
393,1178950
394,895894
395,1160221
396,1194065
397,915219
398,1271385
399,1306310
400,876952
401,1072453
402,1163600
403,931700
404,818937
405,1156782
406,836480
407,1043137
408,898712
409,1065494
410,665076
411,1033844
412,1177244
413,985597
414,1137845
415,1189465
416,1123396
417,1068338
418,1103173
419,1245412
420,900429
421,929930
422,1195554
423,1136831
424,873219
425,725494
426,1137974
427,1044982
428,1053840
429,1066106
430,1185101
431,1058789
432,834139
433,1124590
434,726212
435,1090565
436,1144387
437,778382
438,1007009
439,1170367
440,819994
441,1083300
442,1198604
443,1035107
444,759416
445,787839
446,934271
447,1065619
448,824271
449,877655
450,1127852
451,1238319
452,975614
453,1055081
454,1269072
455,1110768
456,867159
457,1055165
458,888061
459,1020107
460,809308
461,1120493
462,1080963
463,1151895
464,1214108
465,1076810
466,924043
467,1069866
468,1247637
469,823456
470,1152110
471,976598
472,1145616
473,1166494
474,1032243
475,1151911
476,1164510
477,1172041
478,1098964
479,1133080
480,1163712
481,1059711
482,1199401
483,933764
484,876293
485,908147
486,820564
487,895441
488,756124
489,997639
490,775476
491,1100556
492,1225964
493,865381
494,738623
495,1135311
496,838809
497,841273
498,1131601
499,1211436
500,886452
501,1120060
502,1228906
503,1147130
504,828513
505,730945
506,803743
507,986175
508,846181
509,1094195
510,788917
511,1057092
512,852619
513,954823
514,808851
515,1152082
516,858610
517,1092705
518,781089
519,1188379
520,1228497
521,1235296
522,1118375
523,1199462
524,890164
525,1123154
526,833791
527,1056746
528,1128748
529,791029
530,1006378
531,1057431
532,1006307
533,1108506
534,897367
535,1086270
536,1086873
537,1048640
538,1043487
539,1152534
540,971399
541,830347
542,1081662
543,1183442
544,1087630
545,1064356
546,866684
547,917646
548,1059102
549,921706
550,742578
551,941654
552,851225
553,744644
554,504969
555,1070836
556,648687
557,786025
558,988885
559,796927
560,385139
561,1099538
562,1165706
563,1189335
564,1109694
565,902689
566,1185458
567,843845
568,1064113
569,1183884
570,793164
571,863413
572,978635
573,1177526
574,1027069
575,915595
576,1044685
577,1120193
578,824077
579,923212
580,875164
581,870809
582,1198659
583,840243
584,1026872
585,1078798
586,1248629
587,859240
588,1117837
589,986593
590,884038
591,1160945
592,822944
593,1112715
594,816399
595,1137329
596,1044670
597,1125374
598,1091079
599,1090239
600,1182636
601,923454
602,986292
603,1126443
604,1015407
605,929590
606,764064
607,973196
608,821634
609,1019364
610,1181488
611,930431
612,1091626
613,1081117
614,661709
615,894983
616,1080156
617,1146833
618,1148328
619,1305585
620,998668
621,1104282
622,1126669
623,1190980
624,917226
625,1194851
626,980663
627,815444
628,1043992
629,965590
630,1171305
631,1051397
632,917507
633,1177149
634,1180251
635,821537
636,1194190
637,1156117
638,1147593
639,1175127
640,1098712
641,1201927
642,1181554
643,1150927
644,866067
645,1217957
646,1045377
647,1177928
648,881756
649,1101584
650,737412
651,867616
652,1133112
653,1190081
654,1022224
655,1110843
656,944277
657,1097922
658,1114892
659,1138196
660,696872
661,1160591
662,919921
663,1117603
664,1148942
665,1236077
666,785126
667,888563
668,1063073
669,942426
670,966908
671,977370
672,1122167
673,1194356
674,788827
675,851278
676,893915
677,1116272
678,1149454
679,1134063
680,831923
681,847508
682,1141813
683,1205812
684,1041276
685,855139
686,1047420
687,1039936
688,1097647
689,786702
690,899284
691,1064415
692,1133559
693,911953
694,1122189
695,1072336
696,1201242
697,1068964
698,1102515
699,1261207
700,736963
701,855645
702,1153566
703,1071957
704,1177260
705,1173474
706,1107634
707,1141616
708,825234
709,723492
710,880318
711,857873
712,1215486
713,1063201
714,1202410
715,1239496
716,1230309
717,928412
718,1003704
719,1205826
720,1222171
721,816467
722,1121744
723,1028423
724,1133093
725,825879
726,949711
727,1143354
728,749052
729,993256
730,961655
731,1037253
732,1165559
733,1133965
734,731276
735,810619
736,1012354
737,904089
738,996283
739,1121583
740,751004
741,792194
742,1078173
743,1100963
744,911439
745,834753
746,843680
747,1114075
748,955146
749,810201
750,1097890
751,1140454
752,928961
753,1181931
754,923125
755,1176419
756,1161272
757,1004614
758,963608
759,1048940
760,930835
761,1145814
762,1191610
763,1169616
764,905492
765,1039755
766,922530
767,1046501
768,725684
769,927017
770,1147481
771,844774
772,891192
773,903138
774,928955
775,1102782
776,911939
777,1057978
778,1131539
779,1127326
780,689958
781,1169889
782,1155083
783,1047151
784,1147007
785,1099867
786,1150563
787,1000754
788,923291
789,791978
790,1044140
791,1122545
792,911587
793,1082251
794,777982
795,1119673
796,1119786
797,1050484
798,1030159
799,1113051
800,1196797
801,965280
802,1219782
803,1139908
804,996737
805,1118212
806,1011730
807,1223000
808,1072857
809,1111423
810,747884
811,1101053
812,900292
813,789590
814,1188417
815,1142323
816,1155450
817,992424
818,1034663
819,1347616
820,977799
821,1207525
822,1168679
823,1181819
824,1120694
825,801631
826,922520
827,919159
828,886950
829,1084238
830,1242472
831,1206884
832,942040
833,1056214
834,1082774
835,796664
836,1039258
837,1155895
838,936699
839,1250913
840,838897
841,1204499
842,1127517
843,1029394
844,1212328
845,1040496
846,1127745
847,1156078
848,801632
849,883428
850,1065527
851,1158505
852,1236833
853,1085206
854,811858
855,813909
856,1086724
857,1234848
858,837653
859,1073380
860,1044203
861,1129721
862,1238290
863,1123220
864,1130631
865,1061601
866,1093317
867,1129995
868,1151904
869,1120040
870,1188578
871,1113333
872,1071138
873,1071068
874,1125770
875,1145858
876,1075068
877,1142282
878,1129889
879,1242785
880,1239530
881,1155549
882,1228894
883,916862
884,1148848
885,1126543
886,1164792
887,1173050
888,1035735
889,1143428
890,1034248
891,1143078
892,1263315
893,1128701
894,1205849
895,1244913
896,808786
897,1177026
898,1140573
899,1361450
900,1211033
901,1077819
902,1221475
903,1123292
904,1240552
905,1193068
906,1042088
907,1218386
908,750729
909,1173838
910,980134
911,1143633
912,1072323
913,1090000
914,806544
915,937419
916,1134373
917,1233342
918,826585
919,1263954
920,994057
921,1140590
922,1221032
923,1147044
924,959063
925,1126050
926,1131845
927,1116577
928,978613
929,1201830
930,1104086
931,1158542
932,1030761
933,1154359
934,1141748
935,823237
936,1092250
937,1125985
938,1072855
939,1078343
940,1194890
941,1061117
942,1189453
943,1043665
944,1198695
945,758072
946,1163789
947,1129135
948,1055953
949,850814
950,1163848
951,837014
952,1056257
953,958676
954,1191660
955,1031142
956,1022090
957,919169
958,1153304
959,731089
960,805818
961,832890
962,1174926
963,847399
964,1193028
965,816606
966,1182141
967,1088584
968,734993
969,840373
970,675606
971,1142123
972,1217328
973,1185860
974,819518
975,1048447
976,1052245
977,899503
978,834576
979,1244886
980,1208158
981,805607
982,1220849
983,1043202
984,1232541
985,805277
986,684710
987,1092816
988,1102824
989,1141515
990,972396
991,890176
992,826883
993,1067825
994,839288
995,825519
996,1066686
997,1011510
998,1214001
999,1501923
1000,1141063
1001,916245
1002,1196658
1003,805826
1004,1156448
1005,1064749
1006,1225130
1007,857763
1008,1033498
1009,860964
1010,926036
1011,1178758
1012,997688
1013,963824
1014,912849
1015,1237925
1016,1042919
1017,948052
1018,880986
1019,1208691
1020,1250475
1021,1157633
1022,1166230
1023,1047022
1024,1186484
1025,1196690
1026,1184862
1027,1125604
1028,709923
1029,1081196
1030,930257
1031,1030140
1032,938447
1033,1233857
1034,895944
1035,1159167
1036,1206190
1037,924142
1038,1147546
1039,920338
1040,1203955
1041,1148698
1042,1196703
1043,1093171
1044,1121979
1045,1192813
1046,925369
1047,885442
1048,1025480
1049,879699
1050,713338
1051,1103687
1052,1208326
1053,1183623
1054,930055
1055,1173051
1056,1148704
1057,1035499
1058,1062839
1059,940949
1060,1051344
1061,1119600
1062,1121902
1063,1017589
1064,1136048
1065,988780
1066,973889
1067,1181578
1068,1135212
1069,798637
1070,855624
1071,1074360
1072,909021
1073,1041353
1074,1094193
1075,1037710
1076,1098142
1077,1111779
