seq,latency_h2h_ns
0,260775
1,245261
2,317375
3,371070
4,775426
5,851010
6,548773
7,545678
8,845445
9,749241
10,588278
11,732416
12,545434
13,971482
14,734463
15,589336
16,792111
17,551402
18,1024040
19,699853
20,469251
21,703424
22,608447
23,760347
24,478356
25,460210
26,570022
27,504898
28,533437
29,537468
30,484677
31,471203
32,484138
33,461922
34,326294
35,441184
36,715836
37,711209
38,644678
39,542843
40,587202
41,394986
42,567690
43,456119
44,336281
45,363911
46,640534
47,549550
48,955238
49,639067
50,579620
51,432481
52,415677
53,511309
54,478814
55,410792
56,504058
57,517775
58,544680
59,493473
60,473380
61,474517
62,471723
63,473409
64,464287
65,427468
66,332628
67,446242
68,334724
69,390481
70,380491
71,553255
72,431510
73,763786
74,701663
75,572195
76,545037
77,486786
78,393622
79,365252
80,498443
81,481384
82,908296
83,731442
84,575159
85,550388
86,578594
87,505753
88,413146
89,569178
90,408588
91,464912
92,472973
93,525467
94,467667
95,540941
96,527197
97,842741
98,901071
99,712429
100,451224
101,450981
102,363029
103,472461
104,1027414
105,1049590
106,1050127
107,959975
108,841250
109,979793
110,1037090
111,1022611
112,738026
113,1019775
114,997646
115,781649
116,784690
117,838226
118,1061800
119,1012129
120,1005888
121,989860
122,1061555
123,773363
124,551649
125,741018
126,510224
127,568619
128,396914
129,385567
130,544103
131,494898
132,488201
133,466753
134,339429
135,453492
136,344893
137,455722
138,394408
139,500605
140,346038
141,459851
142,454564
143,490775
144,448596
145,317082
146,361403
147,501930
148,479259
149,485762
150,687454
151,890520
152,608260
153,408669
154,828086
155,564622
156,1088998
157,794347
158,1108930
159,755863
160,277168
161,440146
162,567343
163,703409
164,591823
165,538734
166,541446
167,534911
168,621915
169,529675
170,499200
171,632067
172,711891
173,690931
174,570331
175,424249
176,483511
177,447003
178,494916
179,447302
180,436623
181,456321
182,505279
183,314655
184,476786
185,434328
186,588351
187,907796
188,684142
189,558067
190,546962
191,531375
192,564155
193,393310
194,375605
195,492284
196,518830
197,510372
198,386012
199,641360
200,517277
201,478885
202,496970
203,366770
204,477446
205,403161
206,453827
207,431730
208,481057
209,367442
210,1224481
211,1051181
212,1122101
213,1014592
214,849427
215,845891
216,951462
217,1115693
218,877718
219,1177979
220,936164
221,996473
222,1118592
223,822341
224,806708
225,1083174
226,983545
227,1033229
228,814337
229,883393
230,1122093
231,967742
232,807072
233,822132
234,989461
235,999520
236,954282
237,864680
238,852999
239,1085346
240,984200
241,1046446
242,854578
243,1055199
244,1009147
245,1158405
246,1070745
247,895602
248,818485
249,1056416
250,1099356
251,1007348
252,1089180
253,795540
254,975661
255,995593
256,1025550
257,1061683
258,823830
259,887056
260,1019318
261,1055849
262,1006851
263,1041601
264,787656
265,830659
266,788873
267,1153685
268,834753
269,833613
270,899764
271,1033082
272,884080
273,1105510
274,822562
275,1010871
276,1012693
277,994769
278,876809
279,877628
280,1066379
281,1109344
282,1024342
283,997198
284,1144698
285,890509
286,911699
287,985842
288,796351
289,1205878
290,859243
291,990741
292,988448
293,905085
294,981821
295,1060957
296,995224
297,1010457
298,843636
299,1264539
300,913579
301,889945
302,871301
303,927089
304,824259
305,928853
306,1111060
307,999786
308,848932
309,842824
310,891846
311,1183037
312,734916
313,877135
314,986941
315,978603
316,967610
317,974143
318,814509
319,1009511
320,853748
321,730322
322,983781
323,814771
324,706824
325,906963
326,849677
327,549238
328,521619
329,542734
330,557148
331,455354
332,466392
333,339427
334,325584
335,438641
336,568724
337,881443
338,642468
339,510150
340,584292
341,360785
342,490660
343,419882
344,497165
345,488639
346,366868
347,425962
348,331075
349,510248
350,480213
351,326951
352,1152506
353,1033181
354,891435
355,1134659
356,989088
357,981485
358,930952
359,876583
360,943836
361,967307
362,1044282
363,897874
364,1133490
365,988025
366,1001347
367,1021816
368,817622
369,1131369
370,974540
371,1047814
372,1112712
373,913682
374,1100041
375,1000498
376,858566
377,1052020
378,804105
379,997299
380,854422
381,1042145
382,1056428
383,1011148
384,832918
385,909145
386,991952
387,805838
388,791416
389,886037
390,1053983
391,954146
392,906204
393,945745
394,797576
395,931764
396,984329
397,902619
398,841787
399,1033778
400,1066597
401,533863
402,1160690
403,844941
404,845189
405,911860
406,1066481
407,799485
408,966440
409,916796
410,847487
411,1106890
412,806449
413,868762
414,832689
415,1032938
416,978778
417,1100964
418,831873
419,848632
420,1193658
421,822672
422,812546
423,536721
424,699633
425,540647
