seq,latency_m2m_ns,callback_jitter,publish_jitter
546,13585000,97994000,11394000
547,14596000,101010000,12117000
548,13584000,98989000,10993000
549,14600000,101016000,12262000
550,13593000,98993000,11565000
551,15600000,102006000,13240000
552,13592000,97993000,11151000
553,15600000,102007000,13316000
554,13579000,97979000,11311000
555,15600000,102021000,13136000
556,13596000,97997000,11379000
557,15591000,101995000,12999000
558,13592000,98001000,11063000
559,14603000,101011000,12594000
560,13577000,98973000,11348000
561,15592000,102015000,13298000
562,13569000,97977000,11342000
563,15600000,102031000,13045000
564,13592000,97993000,10885000
565,15600000,102007000,13108000
566,13580000,97981000,11298000
567,13579000,99999000,10968000
568,13592000,100013000,11239000
569,15600000,102007000,13334000
570,13584000,97985000,11528000
571,13612000,100028000,11483000
572,13584000,99972000,11334000
573,13612000,100028000,10867000
574,13594000,99982000,11353000
575,13572000,99978000,11297000
576,13588000,100016000,11286000
577,13599000,100010000,11374000
578,13661000,100062000,11172000
579,13595000,99938000,11515000
580,13591000,99997000,11594000
581,13661000,100070000,11530000
582,13584000,99923000,11604000
583,13588000,100004000,11471000
584,13576000,99988000,11322000
585,13588000,100012000,11490000
586,13573000,99984000,11423000
587,13577000,100004000,11157000
588,13572000,99996000,11083000
589,13573000,100000000,11101000
590,13565000,99992000,11092000
591,13668000,100104000,11376000
592,13584000,99916000,11222000
593,13668000,100084000,11178000
594,13590000,99922000,11100000
595,13580000,99990000,11132000
596,13565000,99984000,11248000
597,13595000,100030000,11261000
598,13568000,99974000,11128000
599,13568000,100000000,10929000
600,13575000,100007000,11071000
601,13657000,100081000,11214000
602,13572000,99916000,11145000
603,13595000,100022000,10955000
604,13584000,99990000,11013000
605,13584000,100000000,11243000
606,13576000,99992000,11103000
607,13572000,99996000,11121000
608,13584000,100012000,11178000
609,13580000,99996000,11133000
610,13584000,100004000,11056000
611,13668000,100084000,11341000
612,13585000,99916000,11131000
613,13580000,99996000,11209000
614,22993000,109412000,11609000
615,13588000,90592000,11091000
616,13585000,100000000,11013000
617,13592000,100008000,11168000
618,13573000,99981000,11016000
619,13580000,100007000,11249000
620,13587000,100006000,11037000
621,13664000,100078000,11260000
622,13569000,99904000,11056000
623,13591000,100022000,11068000
624,13577000,99986000,11064000
625,13560000,99984000,10923000
626,13588000,100028000,11001000
627,13665000,100076000,11159000
628,13652000,99988000,11157000
629,13576000,99924000,11025000
630,13584000,100008000,11231000
631,13661000,100077000,11241000
632,13576000,99915000,11050000
633,13592000,100016000,10917000
634,13584000,99992000,10971000
635,13584000,100000000,10984000
636,13595000,100010000,11056000
637,13588000,99994000,11069000
638,13588000,100000000,11073000
639,13599000,100010000,11085000
640,13588000,99990000,11091000
641,13672000,100084000,11153000
642,13584000,99912000,11163000
643,13584000,100000000,11023000
644,13589000,100004000,11098000
645,13589000,100001000,11385000
646,13588000,99999000,11543000
647,13584000,99996000,11473000
648,13584000,100000000,11190000
649,13595000,100010000,11480000
650,13588000,99994000,11628000
651,13669000,100080000,11699000
652,13595000,99926000,11415000
653,13588000,99994000,11425000
654,13580000,99992000,11426000
655,13588000,100008000,11366000
656,13585000,99997000,11294000
657,13592000,100007000,11524000
658,13580000,99988000,11521000
659,13584000,100004000,11131000
660,13676000,100092000,11181000
661,13660000,99984000,11190000
662,13598000,99938000,10987000
663,13600000,100002000,10927000
664,13589000,99989000,11065000
665,13579000,99989000,11087000
666,13588000,100010000,11087000
667,13580000,99992000,11094000
668,13592000,100012000,11094000
669,13589000,99996000,11099000
670,13576000,99988000,11096000
671,13669000,100092000,11179000
672,13673000,100004000,11189000
673,13597000,99924000,11124000
674,13608000,100012000,11052000
675,13599000,99990000,11064000
676,13584000,99986000,11071000
677,13588000,100004000,11007000
678,13595000,100006000,11008000
679,13585000,99990000,11091000
680,13593000,100009000,11220000
681,13669000,100075000,11237000
682,13584000,99916000,11091000
683,13576000,99992000,11105000
684,13588000,100012000,11046000
685,13584000,99996000,11120000
686,13588000,100004000,10974000
687,13588000,100000000,11404000
688,13588000,100000000,11145000
689,13588000,100000000,11419000
690,13588000,100000000,11485000
691,13675000,100087000,11283000
692,13588000,99913000,11353000
693,13589000,100001000,10951000
694,13595000,100005000,11365000
695,13587000,99992000,11516000
696,13581000,99994000,11379000
697,13601000,100020000,11529000
698,13588000,99988000,11394000
699,13580000,99992000,11542000
700,13568000,99988000,11466000
701,13664000,100096000,11567000
702,13588000,99924000,11338000
703,13588000,100000000,11359000
704,13583000,99994000,11292000
705,13584000,100002000,10946000
706,13592000,100008000,11298000
707,13672000,100080000,11455000
708,13580000,99908000,11313000
709,13584000,100004000,10975000
710,13581000,99997000,11544000
711,13653000,100071000,11183000
712,13581000,99928000,11612000
713,13588000,100008000,11425000
714,13580000,99992000,11432000
715,13584000,100004000,11486000
716,13580000,99996000,11414000
717,13591000,100010000,11354000
718,13584000,99994000,11355000
719,13593000,100008000,11503000
720,13594000,100002000,11586000
721,13661000,100066000,11518000
722,13588000,99928000,11381000
723,13584000,99996000,11057000
724,13576000,99992000,11257000
725,13588000,100012000,11467000
726,13580000,99992000,11333000
727,13580000,100000000,11416000
728,13581000,100001000,11267000
729,13585000,100004000,11423000
730,13577000,99991000,11364000
731,13664000,100088000,11577000
732,13580000,99916000,11296000
733,13595000,100014000,11518000
734,13580000,99986000,11311000
735,13588000,100008000,11606000
736,13590000,100002000,11175000
737,13580000,99990000,11323000
738,13588000,100008000,11263000
739,13572000,99984000,11554000
740,13588000,100016000,11478000
741,13664000,100076000,11488000
742,13572000,99908000,11354000
743,13589000,100016000,11369000
744,13593000,100004000,11291000
745,13585000,99992000,11027000
746,13587000,100002000,10959000
747,13599000,100012000,11516000
748,13584000,99986000,11313000
749,13587000,100003000,11392000
750,13584000,99997000,11124000
751,13668000,100084000,11334000
752,13588000,99920000,11404000
753,12584000,98996000,10793000
754,13588000,101004000,11415000
755,13584000,99996000,11424000
756,13588000,100004000,11361000
757,13577000,99989000,11504000
758,13576000,99999000,11510000
759,13587000,100010000,11030000
760,12568000,98982000,10824000
761,13669000,101100000,11111000
762,13591000,99922000,10907000
763,13569000,99978000,10989000
764,13580000,100012000,10922000
765,13589000,100008000,10996000
766,13585000,99997000,11006000
767,13585000,99999000,11086000
768,13581000,99997000,11095000
769,13584000,100003000,10901000
770,13588000,100004000,11019000
771,13660000,100072000,11100000
772,13583000,99922000,10961000
773,13572000,99990000,10978000
774,13584000,100012000,10968000
775,13603000,100018000,10912000
776,13585000,99982000,10913000
777,13588000,100004000,11079000
778,13584000,99996000,11079000
779,13593000,100008000,11080000
780,13576000,99984000,11012000
781,13669000,100092000,11095000
782,13585000,99917000,10958000
783,12588000,99003000,10824000
784,13564000,100976000,10960000
785,12573000,99008000,10828000
786,12588000,100016000,10767000
787,12585000,99996000,10835000
788,13672000,101088000,10974000
789,13592000,99920000,10910000
790,13588000,99996000,10911000
791,13675000,100087000,10929000
792,13592000,99917000,10862000
793,13588000,99996000,10940000
794,13573000,99984000,10870000
795,13584000,100012000,11015000
796,12581000,98997000,10813000
797,12576000,99995000,10834000
798,11913000,99337000,10834000
799,13589000,101675000,10968000
800,13577000,99988000,11053000
801,13664000,100088000,11057000
802,13604000,99940000,10980000
803,13581000,99976000,10924000
804,13603000,100022000,10925000
805,13592000,99989000,10863000
806,13588000,99997000,10865000
807,12580000,98992000,10811000
808,13577000,100996000,10881000
809,12593000,99016000,10821000
810,13593000,101000000,10890000
811,13669000,100076000,11062000
812,13592000,99924000,10903000
813,12585000,98993000,10711000
814,13599000,101013000,10914000
815,13588000,99990000,10993000
816,13580000,99992000,10857000
817,13599000,100018000,11004000
818,13592000,99994000,10936000
819,13588000,99996000,10949000
820,13580000,99992000,10942000
821,13665000,100084000,11021000
822,13588000,99924000,10890000
823,13585000,99997000,10899000
824,12580000,98995000,10763000
825,13588000,101008000,11044000
826,12592000,99004000,10704000
827,13595000,101002000,10976000
828,13584000,99990000,10912000
829,12581000,98996000,10721000
830,12591000,100010000,10727000
831,13648000,101058000,11357000
832,13588000,99940000,11091000
833,13580000,99992000,11162000
834,13600000,100020000,11158000
835,13584000,99984000,11180000
836,13564000,99980000,10963000
837,13585000,100020000,11112000
838,11913000,98329000,10837000
839,13581000,101667000,11188000
840,13588000,100008000,11402000
841,13672000,100084000,11480000
842,13572000,99900000,11416000
843,12596000,99024000,10793000
844,12588000,99992000,10657000
845,13577000,100988000,11351000
846,13583000,100006000,11154000
847,13584000,100002000,11362000
848,13585000,100000000,11577000
849,13585000,100000000,11512000
850,13589000,100004000,11443000
851,13744000,100156000,11598000
852,13577000,99833000,11385000
853,13577000,100000000,11334000
854,13580000,100003000,11326000
855,13580000,100000000,11068000
856,13599000,100018000,10921000
857,12581000,98983000,10807000
858,13584000,101003000,10884000
859,12595000,99010000,10809000
860,13584000,100990000,10946000
861,13669000,100084000,10898000
862,12581000,98912000,10823000
863,12584000,100004000,10825000
864,12584000,100000000,10700000
865,13584000,101000000,11128000
866,13585000,100001000,11547000
867,13580000,99995000,11196000
868,13580000,100000000,11332000
869,13590000,100010000,11411000
870,13588000,99998000,11138000
871,13665000,100076000,11283000
872,13599000,99934000,11220000
873,12584000,98986000,10750000
874,13588000,101004000,11300000
875,13581000,99993000,11590000
876,13580000,99999000,10963000
877,13573000,99993000,10969000
878,13564000,99991000,10974000
879,13577000,100012000,11068000
880,13577000,100000000,11055000
881,13661000,100084000,11480000
882,13579000,99919000,11482000
883,13672000,100093000,11348000
884,13657000,99984000,11010000
885,13590000,99934000,11157000
886,13584000,99994000,10948000
887,13589000,100004000,10961000
888,13594000,100006000,10955000
889,13592000,99998000,11039000
890,13584000,99992000,10904000
891,13669000,100085000,10975000
892,13585000,99915000,10907000
893,13593000,100008000,10848000
894,13597000,100004000,11338000
895,13597000,100000000,11084000
896,13589000,99992000,11271000
897,13592000,100004000,11424000
898,13606000,100014000,11157000
899,13592000,99986000,11435000
900,13588000,99996000,11436000
901,13675000,100087000,10964000
902,13581000,99905000,11238000
903,13588000,100008000,10905000
904,13588000,100000000,11392000
905,13588000,100000000,11061000
906,13588000,100000000,11260000
907,13581000,99993000,11139000
908,13581000,100000000,11284000
909,13588000,100007000,11081000
910,13596000,100008000,11432000
911,13672000,100076000,11154000
912,13588000,99916000,11223000
913,13592000,100004000,11028000
914,13602000,100010000,11446000
915,13580000,99978000,10904000
916,13580000,100000000,11245000
917,13589000,100008000,11254000
918,13584000,99996000,11398000
919,13672000,100088000,11404000
920,13596000,99924000,11409000
921,13669000,100072000,11350000
922,13588000,99920000,11007000
923,13585000,99996000,10877000
924,12591000,99006000,10814000
925,13593000,101002000,10958000
926,13592000,100000000,11094000
927,13685000,100092000,11031000
928,12597000,98912000,10763000
929,13592000,100996000,11053000
930,13592000,100000000,10977000
931,13668000,100076000,10987000
932,13589000,99920000,10988000
933,12597000,99008000,10653000
934,13585000,100989000,10866000
935,12589000,99003000,10812000
936,22997000,110408000,11338000
937,13593000,90592000,11176000
938,13593000,100005000,10963000
939,13592000,99999000,10898000
940,13599000,100006000,10958000
941,13668000,100070000,11112000
942,13593000,99924000,10903000
943,13599000,100006000,10917000
944,13588000,99990000,11072000
945,13588000,100000000,10928000
946,13592000,100004000,10933000
947,13589000,99996000,10874000
948,13580000,99992000,10883000
949,13589000,100008000,10949000
950,13588000,100000000,10896000
951,13671000,100083000,11515000
952,13585000,99913000,11170000
953,13600000,100016000,11450000
954,13680000,100080000,11327000
955,13593000,99912000,11255000
956,13594000,100002000,11116000
957,13592000,99998000,11196000
958,13593000,100000000,11064000
959,13576000,99984000,11211000
960,13589000,100012000,11421000
961,13661000,100072000,11500000
962,13584000,99924000,11011000
963,12588000,99004000,10767000
964,13584000,100996000,11030000
965,13584000,100000000,10966000
966,13584000,100000000,10894000
967,13580000,99996000,10900000
968,13581000,100001000,10901000
969,12594000,99013000,10791000
970,13592000,100998000,10856000
971,13668000,100076000,10995000
972,12588000,98920000,10793000
973,12596000,100008000,10805000
974,12592000,99996000,10810000
975,12593000,100001000,10812000
976,11927000,99334000,10834000
977,12580000,100653000,10826000
978,13580000,101000000,11033000
979,13591000,100011000,10903000
980,13588000,99997000,10970000
981,13668000,100080000,11257000
982,13676000,100007000,11254000
