seq,latency_m2m_ns,callback_jitter,publish_jitter
429,34317000,23654000,11943000
430,33531000,21224000,10168000
431,31578000,21048000,10219000
432,32589000,22000000,10219000
433,30505000,19915000,9799000
434,31256000,21093000,10230000
435,32605000,22008000,10219000
436,32502000,21914000,10156000
437,32527000,22008000,10153000
438,32512000,21996000,10160000
439,31639000,21116000,10266000
440,32631000,21991000,10257000
441,32631000,22000000,10246000
442,32824000,22205000,10468000
443,32618000,21783000,10238000
444,31494000,20887000,10142000
445,32501000,21996000,10138000
446,32644000,22142000,10276000
447,32585000,21941000,10204000
448,35551000,24978000,11910000
449,34288000,22015000,10196000
450,32690000,22124000,10330000
451,32577000,21876000,10187000
452,32476000,21918000,10132000
453,32644000,22148000,10275000
454,31599000,20954000,10230000
455,32602000,22004000,10224000
456,31463000,20873000,10111000
457,31445000,20971000,10071000
458,32500000,22065000,10148000
459,31398000,20888000,10024000
460,31405000,21018000,10053000
461,31453000,21036000,10078000
462,31469000,21028000,10117000
463,31505000,21024000,10141000
464,31467000,20963000,10104000
465,31430000,20963000,10056000
466,33177000,22758000,11825000
467,32450000,20262000,10076000
468,31467000,21028000,10115000
469,31441000,20963000,10067000
470,31450000,21020000,10098000
471,31433000,20972000,10070000
472,31452000,21019000,10089000
473,31485000,21032000,10110000
474,31429000,20955000,10081000
475,32440000,21996000,10061000
476,33550000,23126000,10187000
477,31428000,20878000,10065000
478,31388000,20960000,10036000
479,31576000,21169000,10194000
480,32565000,22000000,10205000
481,32577000,22009000,10198000
482,32488000,21921000,10135000
483,31523000,21024000,10149000
484,32507000,21996000,10155000
485,32672000,22154000,10291000
486,32515000,21854000,10163000
487,32535000,22008000,10161000
488,32590000,22067000,10237000
489,32615000,22008000,10229000
490,32656000,22058000,10302000
491,32526000,21854000,10147000
492,32515000,22003000,10162000
493,32605000,22081000,10224000
494,32723000,22129000,10366000
495,31553000,20819000,10179000
496,31369000,20827000,10017000
497,31415000,21034000,10040000
498,31414000,21011000,10062000
499,31390000,20965000,10016000
500,31405000,21026000,10053000
501,31589000,21173000,10209000
502,31389000,20811000,10037000
503,32409000,22009000,10046000
504,31439000,21030000,10065000
505,31453000,21024000,10089000
506,31420000,20968000,10068000
507,31589000,21158000,10211000
508,31460000,20881000,10107000
509,31576000,21098000,10194000
510,31447000,20889000,10094000
511,31630000,21173000,10248000
512,31587000,20967000,10220000
513,32526000,21932000,10151000
514,32787000,22273000,10427000
515,31472000,20678000,10098000
516,32457000,21992000,10109000
517,31504000,21028000,10126000
518,31460000,20967000,10104000
519,31505000,21033000,10126000
520,32632000,22139000,10260000
521,31668000,21033000,10289000
522,33291000,22630000,11931000
523,34421000,22123000,10047000
524,31428000,21016000,10074000
525,31401000,20963000,10030000
526,31417000,21024000,10065000
527,31394000,20966000,10020000
528,31343000,20960000,9991000
529,31456000,21101000,10082000
530,31465000,21020000,10113000
531,31500000,21025000,10126000
532,34432000,23943000,10807000
533,32206000,21036000,10105000
534,31423000,20955000,10071000
535,31532000,21097000,10157000
536,31418000,20897000,10066000
537,31605000,21177000,10226000
538,31406000,20812000,10054000
539,31514000,21096000,10139000
540,31527000,21024000,10175000
541,33230000,22693000,11856000
542,32408000,20189000,10045000
543,31514000,21105000,10151000
544,31477000,20964000,10125000
545,31442000,20954000,10068000
546,31455000,21024000,10103000
547,31426000,20959000,10051000
548,31443000,21028000,10090000
549,31490000,21036000,10115000
550,31434000,20955000,10081000
551,31396000,20952000,10022000
552,31552000,21166000,10199000
553,31460000,20898000,10086000
554,31473000,21023000,10121000
555,31451000,20967000,10076000
556,32497000,22058000,10145000
557,31394000,20886000,10020000
558,31484000,21101000,10132000
559,31458000,20962000,10083000
560,31484000,21037000,10131000
561,31453000,20958000,10078000
562,31462000,21021000,10110000
563,31432000,20959000,10058000
564,31445000,21023000,10093000
565,31423000,20967000,10049000
566,31440000,21029000,10088000
567,31406000,20954000,10032000
568,31419000,21025000,10067000
569,31466000,21036000,10092000
570,31546000,21090000,10178000
571,31442000,20897000,10079000
572,31401000,20958000,10049000
573,31444000,21033000,10070000
574,31465000,21032000,10113000
575,31501000,21024000,10126000
576,31454000,20964000,10101000
577,32463000,21999000,10089000
578,31549000,21097000,10197000
579,31446000,20886000,10072000
580,31532000,21097000,10180000
581,31441000,20898000,10067000
582,31450000,21020000,10098000
583,31408000,20947000,10034000
584,31429000,21032000,10077000
585,31473000,21032000,10098000
586,31489000,21028000,10137000
587,31533000,21032000,10158000
588,31477000,20955000,10124000
589,31598000,21110000,10219000
590,31468000,20881000,10107000
591,31568000,21090000,10194000
592,31521000,20964000,10169000
593,31494000,20962000,10120000
594,32544000,22061000,10192000
595,31441000,20885000,10067000
596,31388000,20959000,10036000
597,31435000,21036000,10061000
598,31453000,21028000,10101000
599,31484000,21021000,10110000
600,31428000,20954000,10075000
601,31483000,21045000,10109000
602,31488000,21016000,10136000
603,31462000,20963000,10088000
604,31414000,20962000,10061000
605,31462000,21037000,10088000
606,31397000,20946000,10044000
607,31428000,21021000,10054000
608,31382000,20965000,10019000
609,31420000,21037000,10057000
610,31656000,21237000,10297000
611,31492000,20825000,10110000
612,31558000,21085000,10206000
613,31462000,20885000,10080000
614,31346000,20903000,10002000
615,31387000,21021000,10012000
616,31401000,21026000,10049000
617,33178000,22766000,11804000
618,32437000,20269000,10074000
619,31465000,21029000,10102000
620,31416000,20951000,10064000
621,31383000,20956000,10009000
622,31407000,21035000,10055000
623,31520000,21101000,10145000
624,32435000,21927000,10083000
625,31478000,21032000,10096000
626,31487000,21028000,10143000
627,31605000,21099000,10226000
628,31548000,20953000,10196000
629,31444000,20886000,10070000
630,31482000,21049000,10130000
631,31431000,20938000,10049000
632,31441000,21028000,10096000
633,31434000,20975000,10060000
634,31377000,20954000,10025000
635,31413000,21025000,10039000
636,33092000,22690000,11740000
637,32437000,20334000,10063000
638,31450000,21024000,10098000
639,31490000,21029000,10116000
640,31434000,20954000,10081000
641,31407000,20963000,10033000
642,31424000,21028000,10072000
643,31394000,20958000,10020000
644,31411000,21029000,10059000
645,31447000,21024000,10073000
646,31468000,21032000,10105000
647,31431000,20963000,10067000
648,31383000,20953000,10036000
649,31446000,21047000,10067000
650,31442000,21012000,10090000
651,31477000,21024000,10103000
652,31494000,21028000,10142000
653,31468000,20963000,10094000
654,31485000,21028000,10133000
655,33132000,22636000,11758000
656,32444000,20323000,10081000
657,31545000,21101000,10182000
658,31500000,20955000,10148000
659,31405000,20894000,10031000
660,31565000,21162000,10205000
661,32567000,22000000,10193000
662,31515000,20959000,10163000
663,31489000,20963000,10115000
664,31582000,21104000,10224000
665,31489000,20891000,10106000
666,31574000,21100000,10215000
667,31610000,21021000,10224000
668,32594000,22000000,10239000
669,32610000,22000000,10223000
670,32594000,22000000,10234000
671,32622000,22017000,10240000
672,32594000,21983000,10234000
673,32614000,22009000,10230000
674,35649000,25046000,12000000
675,33252000,20875000,10153000
676,32600000,22083000,10249000
677,32539000,21921000,10165000
678,31556000,21028000,10204000
679,32644000,22076000,10262000
680,32556000,21924000,10196000
681,32569000,22010000,10196000
682,32566000,22000000,10207000
683,32639000,22062000,10258000
684,32551000,21923000,10199000
685,32566000,22004000,10192000
686,32566000,22011000,10206000
687,32589000,22012000,10208000
688,32554000,21976000,10202000
689,32647000,22082000,10268000
690,32489000,21852000,10136000
691,31524000,21024000,10150000
692,31479000,20967000,10127000
693,31590000,21099000,10210000
694,31458000,20880000,10106000
695,31563000,21094000,10189000
696,31511000,20958000,10159000
697,31489000,20967000,10114000
698,32694000,22217000,10331000
699,31509000,20803000,10134000
700,30489000,19992000,9813000
701,30163000,19987000,9782000
702,31173000,21028000,10141000
703,31619000,21115000,10252000
704,31495000,20876000,10143000
705,30563000,20057000,9858000
706,31389000,21167000,10360000
707,31554000,20823000,10172000
708,31490000,20955000,10145000
709,31537000,21029000,10163000
710,32537000,22011000,10185000
711,32532000,21984000,10158000
712,32521000,22000000,10169000
713,32540000,22008000,10166000
714,32533000,22003000,10181000
715,31487000,20943000,10112000
716,31439000,20963000,10086000
717,32457000,22008000,10083000
718,31462000,21016000,10110000
719,31511000,21037000,10136000
720,30628000,20129000,9930000
721,30215000,19914000,9858000
722,32307000,22086000,10264000
723,32626000,21987000,10240000
724,32468000,21853000,10116000
725,31442000,20963000,10068000
726,31455000,21024000,10103000
727,31491000,21025000,10117000
728,31512000,21032000,10160000
729,31493000,20970000,10119000
730,31495000,21013000,10143000
731,30497000,19991000,9792000
732,31184000,21028000,10162000
733,31492000,20967000,10118000
734,31501000,21020000,10149000
735,31480000,20968000,10106000
736,31488000,21019000,10136000
737,31474000,20974000,10099000
738,31406000,20944000,10059000
739,31516000,21093000,10136000
740,31458000,20959000,10106000
741,31506000,21036000,10131000
742,31515000,21020000,10163000
743,31484000,20959000,10110000
744,31506000,21032000,10154000
745,31483000,20967000,10109000
746,31423000,20951000,10071000
747,31394000,20960000,10020000
748,31414000,21031000,10062000
749,31396000,20970000,10021000
750,31393000,21009000,10041000
751,31442000,21037000,10068000
752,31523000,21093000,10171000
753,31361000,20827000,9979000
754,31368000,21026000,10024000
755,31414000,21027000,10040000
756,31425000,21020000,10071000
757,31407000,20973000,10033000
758,31415000,21018000,10062000
759,31383000,20957000,10020000
760,31351000,20969000,9988000
761,31445000,21093000,10071000
762,31393000,20960000,10046000
763,31437000,21028000,10058000
764,31389000,20968000,10037000
765,31419000,21019000,10045000
766,31509000,21101000,10157000
767,31415000,20895000,10033000
768,31415000,21019000,10071000
769,31395000,20960000,10020000
770,31414000,21031000,10062000
771,31388000,20963000,10025000
772,31412000,21024000,10049000
773,31506000,21094000,10132000
774,31449000,20954000,10102000
775,31502000,21036000,10122000
776,31518000,21032000,10170000
777,31481000,20947000,10101000
778,31431000,20967000,10068000
779,31456000,21024000,10092000
780,31488000,21033000,10136000
781,31527000,21028000,10153000
782,31471000,20954000,10118000
783,31522000,21041000,10148000
784,31458000,20947000,10106000
785,31493000,21024000,10119000
786,31454000,20971000,10107000
787,31481000,21012000,10102000
788,31428000,20962000,10076000
789,32512000,22074000,10149000
790,31467000,20954000,10103000
791,31507000,21041000,10133000
792,31439000,20943000,10092000
793,31487000,21032000,10108000
794,31499000,21028000,10147000
795,31469000,20959000,10095000
796,31486000,21028000,10139000
797,31465000,20963000,10086000
798,31404000,20954000,10052000
799,31520000,21106000,10146000
800,31464000,20955000,10112000
801,31503000,21028000,10129000
802,31527000,21034000,10174000
803,31421000,20884000,10039000
804,31496000,21093000,10151000
805,31539000,21025000,10165000
806,31421000,20893000,10069000
807,31538000,21106000,10164000
808,31486000,20958000,10133000
809,31455000,20959000,10081000
810,31465000,21020000,10112000
811,31512000,21037000,10138000
812,31467000,20966000,10115000
813,31499000,21020000,10125000
814,31516000,21029000,10164000
815,31495000,20967000,10120000
816,31433000,20950000,10070000
817,31466000,21032000,10103000
818,31499000,21034000,10152000
819,31461000,20946000,10082000
820,31469000,21024000,10117000
821,31508000,21028000,10134000
822,31460000,20963000,10108000
823,31561000,21089000,10186000
824,31587000,21037000,10226000
825,33163000,22565000,11784000
826,33587000,21435000,10215000
827,31544000,20958000,10181000
828,31500000,20955000,10147000
829,31469000,20959000,10095000
830,31578000,21120000,10219000
831,31407000,20818000,10033000
832,31417000,21019000,10064000
833,31393000,20967000,10019000
834,31540000,21157000,10187000
835,31385000,20835000,10003000
836,31383000,21017000,10039000
837,31442000,21039000,10068000
838,31376000,20946000,10024000
839,31404000,21016000,10030000
840,31421000,21029000,10069000
841,31409000,20976000,10035000
842,31432000,21035000,10080000
843,31392000,20949000,10018000
844,33136000,22755000,11784000
845,33377000,21230000,10003000
846,31391000,21025000,10039000
847,31503000,21101000,10129000
848,31391000,20898000,10030000
849,31357000,20964000,9991000
850,31377000,21023000,10025000
851,31408000,21020000,10034000
852,31362000,20964000,10009000
853,31393000,21021000,10019000
854,31346000,20964000,9983000
855,31376000,21030000,10013000
856,31347000,20971000,9995000
857,31376000,21018000,10002000
858,31392000,21026000,10039000
859,31371000,20968000,9996000
860,31376000,21016000,10023000
861,31408000,21022000,10034000
862,31430000,21032000,10078000
863,31396000,20956000,10022000
864,31350000,20965000,9998000
865,31396000,21035000,10022000
866,31403000,21018000,10051000
867,31443000,21028000,10069000
868,31460000,21028000,10108000
869,31422000,20951000,10048000
870,31451000,21041000,10099000
871,31417000,20954000,10042000
872,31451000,21045000,10099000
873,31408000,20946000,10034000
874,31429000,21032000,10077000
875,31469000,21030000,10095000
876,31477000,21019000,10125000
877,31451000,20963000,10077000
878,31465000,21024000,10112000
879,31499000,21024000,10125000
880,31447000,20959000,10095000
881,31502000,21044000,10128000
882,33180000,22689000,11828000
883,32523000,20331000,10148000
884,31540000,21029000,10188000
885,31505000,20954000,10131000
886,31449000,20955000,10097000
887,31496000,21036000,10122000
888,31518000,21032000,10165000
889,31487000,20959000,10113000
890,31431000,20955000,10079000
891,31483000,21041000,10109000
892,31418000,20946000,10055000
893,31442000,21024000,10079000
894,31483000,21041000,10131000
895,31440000,20946000,10077000
896,31469000,21028000,10106000
897,31432000,20963000,10057000
898,31587000,21166000,10228000
899,31488000,20890000,10106000
900,31429000,20959000,10083000
901,33208000,22762000,11834000
902,33427000,21230000,10064000
903,31388000,20960000,10024000
904,31487000,21100000,10140000
905,31470000,20967000,10091000
906,31475000,21021000,10123000
907,31445000,20958000,10070000
908,31396000,20963000,10049000
909,31436000,21024000,10057000
910,31449000,21028000,10096000
911,31415000,20955000,10051000
912,31443000,21028000,10079000
913,31483000,21040000,10109000
914,31492000,21021000,10145000
915,31467000,20959000,10088000
916,31419000,20967000,10066000
917,31449000,21020000,10075000
918,31393000,20954000,10040000
919,31505000,21102000,10131000
920,33183000,22688000,11830000
921,33439000,21246000,10065000
922,31457000,21028000,10105000
923,31504000,21036000,10129000
924,31440000,20947000,10088000
925,31483000,21033000,10109000
926,31500000,21028000,10148000
927,31470000,20958000,10095000
928,31418000,20959000,10065000
929,31457000,21029000,10083000
930,31470000,21024000,10118000
931,31452000,20970000,10077000
932,31465000,21024000,10113000
933,31500000,21025000,10126000
934,31448000,20959000,10096000
935,31496000,21037000,10122000
936,31447000,20961000,10099000
937,31491000,21029000,10112000
938,31508000,21032000,10155000
939,31461000,20943000,10087000
940,31405000,20955000,10058000
941,31446000,21025000,10067000
942,31465000,21035000,10113000
943,31509000,21032000,10134000
944,31456000,20959000,10104000
945,31426000,20959000,10052000
946,31447000,21032000,10100000
947,31495000,21032000,10116000
948,31443000,20964000,10091000
949,31470000,21015000,10106000
950,31429000,20959000,10065000
951,31470000,21041000,10095000
952,31474000,21015000,10121000
953,31513000,21029000,10139000
954,32649000,22147000,10291000
955,31469000,20803000,10090000
956,31485000,21033000,10133000
957,31455000,20958000,10092000
958,31413000,20959000,10050000
959,31515000,21102000,10141000
960,31532000,21028000,10180000
961,31502000,20959000,10120000
962,31438000,20955000,10099000
963,31367000,20905000,9988000
964,31446000,21095000,10094000
965,31484000,21027000,10110000
966,31424000,20951000,10072000
967,31459000,21024000,10085000
968,31480000,21032000,10117000
969,31439000,20959000,10076000
970,31480000,21041000,10128000
971,31437000,20946000,10063000
972,31446000,21020000,10099000
973,31425000,20963000,10046000
974,31433000,21024000,10081000
975,31407000,20963000,10033000
976,31428000,21032000,10076000
977,33205000,22766000,11831000
978,33493000,21299000,10141000
979,31455000,20951000,10081000
980,31476000,21032000,10124000
981,31516000,21028000,10138000
982,31467000,20963000,10111000
983,31581000,21103000,10198000
984,31446000,20876000,10090000
985,31501000,21044000,10123000
986,31451000,20960000,10099000
987,31416000,20950000,10033000
988,31432000,21032000,10076000
989,31406000,20963000,10028000
990,31416000,21020000,10059000
991,31451000,21024000,10072000
992,31468000,21028000,10112000
993,31441000,20963000,10063000
994,31599000,21168000,10238000
995,31433000,20824000,10047000
996,31508000,21093000,10159000
997,31485000,20958000,10107000
998,31436000,20963000,10080000
999,31468000,21020000,10090000
1000,31485000,21029000,10128000
1001,32581000,22085000,11194000
1002,32526000,20956000,10169000
1003,31553000,21015000,10184000
1004,32560000,22008000,11192000
1005,33548000,21988000,11169000
1006,32582000,21045000,10209000
1007,31603000,21021000,10898000
1008,33351000,22078000,11318000
1009,33550000,21858000,11171000
1010,33531000,21992000,11174000
1011,33538000,21996000,11159000
1012,33527000,22000000,11170000
1013,33614000,22076000,11228000
1014,32494000,20890000,10137000
1015,35481000,24976000,11839000
1016,33240000,21033000,10149000
1017,32521000,22008000,11146000
1018,33432000,21922000,11079000
1019,33443000,22000000,11068000
1020,33427000,21995000,11074000
1021,33450000,22012000,11075000
1022,32451000,21012000,10098000
1023,32474000,22012000,11099000
1024,36428000,24964000,11793000
1025,34169000,22012000,11075000
1026,32607000,21168000,10250000
1027,32482000,21864000,11100000
1028,33456000,21992000,11110000
1029,33470000,21996000,11095000
1030,33472000,22012000,11118000
1031,33473000,21991000,11098000
1032,33474000,22012000,11121000
1033,36469000,24984000,11828000
1034,34192000,22000000,11105000
1035,33461000,21991000,11086000
1036,32552000,21102000,10198000
1037,32423000,21861000,11040000
1038,32506000,21101000,10160000
1039,32452000,21927000,11076000
1040,33436000,21996000,11083000
1041,33459000,22012000,11084000
1042,33440000,21992000,11087000
1043,33447000,21995000,11071000
1044,33431000,21996000,11078000
1045,33523000,22081000,11148000
1046,32463000,20951000,10110000
1047,32551000,22077000,11176000
1048,33459000,21919000,11106000
1049,33491000,22020000,11126000
1050,33408000,21918000,11044000
1051,33477000,22069000,11102000
1052,32491000,21024000,10137000
1053,32432000,21930000,11068000
1054,33432000,22000000,11067000
1055,33505000,22074000,11130000
1056,33494000,21999000,11140000
1057,33508000,22004000,11133000
1058,33420000,21923000,11067000
1059,33500000,22069000,11136000
1060,33504000,22004000,11140000
1061,33434000,21930000,11059000
1062,33423000,22000000,11070000
1063,32462000,21028000,10098000
1064,32454000,21992000,11090000
1065,33475000,22021000,11100000
1066,33454000,21990000,11101000
1067,33457000,21992000,11082000
1068,33446000,22000000,11093000
1069,35207000,23749000,12831000
1070,35458000,22263000,11094000
1071,33463000,22005000,11099000
1072,33531000,22068000,11178000
1073,33408000,21866000,11033000
1074,33454000,22057000,11101000
1075,33472000,22007000,11097000
1076,33453000,21992000,11100000
1077,33472000,22008000,11108000
1078,35205000,23733000,12841000
1079,35411000,22206000,11047000
1080,33411000,22000000,11047000
1081,33496000,22084000,11131000
1082,33631000,22135000,11255000
1083,33422000,21792000,11047000
1084,33472000,22061000,11119000
1085,33422000,21939000,11047000
1086,33480000,22068000,11127000
1087,35155000,23665000,12780000
1088,34443000,21299000,11090000
1089,33458000,22004000,11083000
1090,33443000,21996000,11090000
1091,33454000,22000000,11079000
1092,33443000,21999000,11094000
1093,33467000,22009000,11087000
1094,33442000,21991000,11089000
1095,33449000,21996000,11074000
1096,35175000,23737000,12822000
1097,35410000,22224000,11035000
1098,33462000,22062000,11108000
1099,33478000,22005000,11103000
1100,33391000,21924000,11042000
1101,33414000,22007000,11034000
1102,33390000,21993000,11037000
1103,33529000,22128000,11154000
1104,33449000,21930000,11087000
1105,35197000,23746000,12831000
1106,35458000,22263000,11093000
1107,33526000,22069000,11162000
1108,33457000,21930000,11103000
1109,33467000,22000000,11092000
1110,33452000,21996000,11099000
1111,33467000,22004000,11092000
1112,33387000,21931000,11039000
1113,33483000,22080000,11103000
1114,34229000,22762000,11881000
1115,34520000,22275000,11140000
1116,33426000,21922000,11073000
1117,33449000,22012000,11074000
1118,33503000,22065000,11146000
1119,33449000,21934000,11069000
1120,33437000,22000000,11080000
1121,33465000,22017000,11086000
1122,33649000,22195000,11285000
1123,35181000,23521000,12795000
1124,35439000,22276000,11089000
1125,33456000,21999000,11077000
1126,33449000,22004000,11092000
1127,33526000,22066000,11147000
1128,33514000,21999000,11157000
1129,33455000,21930000,11077000
1130,33449000,22004000,11091000
1131,33451000,21992000,11072000
1132,33376000,21936000,11024000
1133,33521000,22129000,11137000
1134,33431000,21926000,11078000
1135,33454000,22012000,11079000
1136,33505000,22061000,11151000
1137,33523000,22008000,11148000
1138,33377000,21865000,11024000
1139,33519000,22131000,11144000
1140,33578000,22070000,11220000
1141,33445000,21856000,11070000
1142,33434000,22000000,11070000
1143,33434000,22000000,11070000
1144,33503000,22069000,11155000
1145,33523000,22003000,11142000
1146,33433000,21927000,11080000
1147,33444000,22000000,11069000
1148,33433000,22000000,11080000
1149,33461000,22016000,11085000
1150,33437000,21987000,11083000
1151,33447000,22000000,11072000
1152,33436000,22000000,11083000
1153,33451000,22004000,11076000
1154,33432000,21991000,11078000
1155,33447000,22005000,11072000
1156,33370000,21933000,11016000
1157,33446000,22066000,11071000
1158,33435000,22000000,11082000
1159,33376000,21930000,11001000
1160,34487000,23122000,11123000
1161,33483000,21996000,11119000
1162,33475000,21992000,11122000
1163,33486000,21999000,11111000
1164,33405000,21931000,11052000
1165,33412000,21996000,11037000
1166,33405000,22004000,11052000
1167,33419000,22003000,11044000
1168,33408000,22000000,11055000
1169,35439000,24020000,11075000
1170,33427000,21988000,11063000
1171,33423000,21996000,11048000
1172,33412000,22000000,11064000
1173,33497000,22069000,11117000
1174,33412000,21930000,11058000
1175,33361000,21939000,10986000
1176,33481000,22130000,11127000
1177,33378000,21887000,11003000
1178,35435000,24068000,11071000
1179,33497000,22061000,11132000
1180,33374000,21878000,11021000
1181,33442000,22057000,11067000
1182,33434000,22003000,11081000
1183,33442000,21996000,11066000
1184,33426000,21996000,11073000
1185,33445000,22008000,11070000
1186,33645000,22211000,11286000
1187,35522000,23866000,11140000
1188,33431000,21927000,11085000
1189,33453000,22004000,11078000
1190,33507000,22065000,11154000
1191,33445000,21926000,11069000
1192,33437000,22004000,11084000
1193,33456000,22008000,11081000
1194,33441000,21996000,11088000
1195,33513000,22061000,11138000
1196,35461000,23959000,11097000
1197,33385000,21924000,11021000
1198,33518000,22132000,11165000
1199,33396000,21867000,11020000
1200,33380000,21996000,11027000
1201,33540000,22149000,11165000
1202,33460000,21930000,11106000
1203,33462000,21992000,11087000
1204,33447000,21996000,11094000
1205,35548000,24090000,11173000
1206,33456000,21918000,11102000
1207,33474000,22008000,11099000
1208,33395000,21932000,11042000
1209,33409000,22003000,11034000
1210,33529000,22131000,11172000
1211,33466000,21926000,11091000
1212,33454000,21999000,11101000
1213,33397000,21932000,11022000
1214,36439000,25052000,11808000
1215,34192000,22020000,11094000
1216,33450000,21992000,11097000
1217,33461000,22000000,11087000
1218,33662000,22211000,11302000
1219,33465000,21792000,11081000
1220,33445000,22000000,11100000
1221,33460000,21996000,11085000
1222,33453000,22003000,11091000
1223,35395000,23940000,11028000
1224,33386000,21994000,11033000
1225,33406000,22008000,11030000
1226,33394000,22000000,11041000
1227,33533000,22127000,11153000
1228,33387000,21865000,11029000
1229,33398000,22001000,11019000
1230,33452000,22064000,11094000
1231,33398000,21936000,11019000
1232,35476000,24088000,11107000
1233,33406000,21931000,11038000
1234,33329000,21923000,10972000
1235,33413000,22073000,11034000
1236,33407000,22004000,11049000
1237,33486000,22068000,11117000
1238,33485000,22000000,11117000
1239,33477000,21992000,11098000
1240,33470000,22004000,11113000
1241,35501000,24020000,11133000
1242,33631000,22129000,11256000
1243,33485000,21855000,11098000
1244,33540000,22073000,11190000
1245,33416000,21858000,11037000
1246,33477000,22072000,11120000
1247,33554000,22066000,11175000
1248,33408000,21865000,11056000
1249,33497000,22073000,11113000
1250,35497000,24016000,11129000
1251,33505000,22008000,11137000
1252,33427000,21922000,11070000
1253,33504000,22065000,11125000
1254,33497000,22004000,11139000
1255,33515000,22008000,11136000
1256,33496000,21992000,11139000
1257,33503000,21996000,11124000
1258,33508000,22016000,11156000
1259,35528000,24004000,11144000
1260,33508000,21996000,11156000
1261,33520000,21996000,11136000
1262,33503000,21999000,11146000
1263,33593000,22079000,11209000
1264,33512000,21930000,11155000
1265,33445000,21921000,11066000
1266,33437000,22004000,11080000
1267,33514000,22066000,11135000
1268,35531000,24028000,11163000
1269,33457000,21926000,11089000
1270,33523000,22065000,11165000
1271,33533000,22000000,11154000
1272,33522000,22000000,11165000
1273,33537000,22004000,11158000
1274,33522000,21995000,11164000
1275,33455000,21923000,11076000
1276,33440000,21996000,11083000
1277,35545000,24093000,11165000
1278,33448000,21915000,11091000
1279,33529000,22070000,11150000
1280,33521000,22003000,11164000
1281,33532000,22000000,11157000
1282,33517000,21996000,11164000
1283,33462000,21934000,11087000
1284,33516000,22065000,11163000
1285,33531000,22004000,11156000
1286,35471000,23951000,11107000
1287,33463000,21992000,11099000
1288,33467000,22003000,11113000
1289,33487000,22009000,11111000
1290,33398000,21922000,11045000
1291,33546000,22138000,11171000
1292,33475000,21940000,11122000
1293,33404000,21918000,11029000
1294,33389000,21996000,11036000
1295,35425000,24025000,11051000
1296,33397000,21982000,11043000
1297,33419000,22012000,11044000
1298,33396000,21988000,11043000
1299,33415000,22008000,11040000
1300,33469000,22065000,11116000
1301,33476000,21996000,11101000
1302,33399000,21934000,11046000
1303,33406000,21996000,11031000
1304,35489000,24094000,11125000
1305,33415000,21926000,11051000
1306,33415000,22000000,11062000
1307,33430000,22004000,11055000
1308,33411000,21992000,11058000
1309,33357000,21935000,10983000
1310,33415000,22068000,11061000
1311,33421000,21996000,11046000
1312,33355000,21944000,11001000
1313,35449000,24084000,11074000
1314,33570000,22132000,11213000
1315,33377000,21796000,10995000
1316,33484000,22125000,11138000
1317,33585000,22082000,11200000
1318,33433000,21860000,11076000
1319,33376000,21932000,10997000
1320,33498000,22133000,11141000
1321,33382000,21873000,11003000
1322,36405000,25033000,11770000
1323,34152000,22013000,11053000
1324,33481000,22064000,11128000
1325,33492000,22000000,11117000
