seq,rtt_h2m_ns
1238,10380469
1239,10410621
1240,9449962
1241,11255928
1242,9611371
1243,11207861
1244,10474651
1245,10511158
1246,11324560
1247,10382575
1248,11220865
1249,10816327
1250,11252416
1251,10710130
1252,11528576
1253,10254245
1254,10636867
1255,10066085
1256,10500857
1257,11341300
1258,11359824
1259,10557380
1260,11279940
1261,10289944
1262,11423913
1263,10291845
1264,11364182
1265,10420334
1266,10210524
1267,10481296
1268,10542003
1269,10493850
1270,10499138
1271,10652552
1272,9244511
1273,11416497
1274,10332457
1275,10141242
1276,9251206
1277,11484732
1278,10531445
1279,10477441
1280,9848715
1281,11390671
1282,10303085
1283,10127741
1284,10501470
1285,11208598
1286,10043187
1287,10364496
1288,11163423
1289,10531843
1290,11077983
1291,10556147
1292,10397367
1293,11258336
1294,10373300
1295,9446915
1296,11404449
1297,10811605
1298,11280818
1299,10363834
1300,9733430
1301,11463824
1302,9149327
1303,11172752
1304,10544673
1305,10418687
1306,11670530
1307,10175098
1308,10489934
1309,9831186
1310,11272665
1311,10536705
1312,11345007
1313,10356736
1314,10182469
1315,10305537
1316,9259094
1317,10983056
1318,10792595
1319,11067146
1320,9673243
1321,10344867
1322,10277292
1323,10198942
1324,10198351
1325,10294160
1326,11128037
1327,10038171
1328,10409173
1329,10603502
1330,10155930
1331,10137407
1332,9362272
1333,10281867
1334,11357807
1335,9909495
1336,10268680
1337,10059896
1338,10193711
1339,10524484
1340,10925340
1341,10272510
1342,10218869
1343,10310430
1344,11139593
1345,10255849
1346,11342462
1347,10107646
1348,10204463
1349,10548919
1350,11216234
1351,10610653
1352,11099077
1353,10402248
1354,11447620
1355,10324641
1356,9253235
1357,11387187
1358,10219341
1359,10407440
1360,11071976
1361,10502430
1362,9479097
1363,11206731
1364,10357461
1365,10367869
1366,10142647
1367,10370684
1368,11249683
1369,10376637
1370,10175944
1371,10717028
1372,11306068
1373,10438011
1374,10544533
1375,10530451
1376,10320205
1377,10314609
1378,10183245
1379,10402445
1380,10006667
1381,10665743
1382,10254130
1383,10423213
1384,9955561
1385,11534784
1386,10202405
1387,11157033
1388,11427036
1389,10458616
1390,10037616
1391,10420264
1392,10096189
1393,11247355
1394,10441993
1395,11178473
1396,9727766
1397,10499516
1398,10687956
1399,11442723
1400,10295861
1401,11712713
1402,10378222
1403,9665585
1404,11443947
1405,10991173
1406,11434228
1407,9870406
1408,9958710
1409,9869991
1410,11362627
1411,10586888
1412,9823979
1413,9951642
1414,11264799
1415,10490190
1416,10437743
1417,10378045
1418,10562921
1419,11148833
1420,10481700
1421,10448623
1422,9320524
1423,10623452
1424,10768701
1425,11435180
1426,8920807
1427,10408598
1428,11120984
1429,11286703
1430,11179167
1431,10494498
1432,11063263
1433,10456275
1434,10445639
1435,10945890
1436,10065386
1437,10538980
1438,11228429
1439,11049677
1440,10436950
1441,11462835
1442,11538145
1443,11357250
1444,11392047
1445,11518778
